,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1164,1.107.0,1622662741361,2 days ago,0.2924283168,0.5090232905,0.06587046554,0.3333333333,0.0000024961912,,,,,,,
1165,1.4.0,1569798027752,2 years ago,0.3017766001,0.8348381414,0.002971201288,0.1436721065,0.000002494483,,,,,,,
1166,3.18.0,1622851547750,7 hours ago,0.3105107144,0.6165996406,0.02532615859,0.3333333333,0.0000024914777,,,,,,,
1167,3.18.0,1622851222607,7 hours ago,0.310505903,0.6165996406,0.02531241174,0.3333333333,0.000002490703,,,,,,,
1168,3.18.0,1622851313949,7 hours ago,0.3122511537,0.6165996406,0.0302988425,0.3333333333,0.0000024887408,,,,,,,
1169,3.18.0,1622851395094,7 hours ago,0.3104534041,0.6165996406,0.02516241487,0.3333333333,0.0000024822643,,,,,,,
1170,3.18.0,1622851547916,7 hours ago,0.3104339065,0.6165996406,0.02510670764,0.3333333333,0.000002479137,,,,,,,
1171,1.1.3,1472140405050,5 years ago,0.3031892082,0.9310130745,0.06824367379,0,0.0000024646647,,,,,,,
1172,3.18.0,1622851328830,7 hours ago,0.3120855432,0.6165996406,0.02982566968,0.3333333333,0.00000246245,,,,,,,
1173,3.0.4,1613089723416,4 months ago,0.2897559582,0.402072129,0.1503255493,0.3329153636,0.0000024506892,,,,,,,
1174,2.2.1,1622859335112,5 hours ago,0.3045467528,0.5326181523,0.08027040129,0.3333333333,0.0000024441767,,,,,,,
1175,2.3.0,1622692764017,2 days ago,0.318905642,0.6066773755,0.05781646489,0.3333333333,0.0000024405192,,,,,,,
1176,2.0.0,1619272666941,,0.3025073165,0.6137832115,0.004873389655,0.3333333333,0.000002434099,,,,,,,
1177,2.2.0,1590084456120,,0.2876491322,0.815373802,0.04876625145,0.07419658169,0.00000243031,,,,,,,
1178,1.0.2,1597821235390,10 months ago,0.2999099065,0.6966748579,0.02403844465,0.2356971243,0.000002429306,,,,,,,
1179,0.0.1,1610166912146,5 months ago,0.3100950626,0.6434260192,0.002530407893,0.3319474687,0.0000024258713,,,,,,,
1180,3.32.0,1622599784970,3 days ago,0.3045530654,0.4697851463,0.1341452995,0.3333333333,0.00000242507,10362,20,59,,,,
1181,3.18.0,1622851166107,7 hours ago,0.3110467184,0.6133722019,0.02962397478,0.3333333333,0.000002411259,,,,,,,
1182,3.18.0,1622851199647,7 hours ago,0.312218338,0.6097510732,0.03607528398,0.3333333333,0.0000023975501,,,,,,,
1183,3.0.0,1615922597458,3 months ago,0.323951373,0.6388884212,0.04462337125,0.3333333333,0.0000023879054,,,,,,,
1184,3.18.0,1622851453771,7 hours ago,0.3098522652,0.6165996406,0.02344487516,0.3333333333,0.0000023875116,,,,,,,
1185,1.8.28,1604697185757,7 months ago,0.3332429318,0.6190316241,0.09079519228,0.3307289352,0.0000023874165,,,,,,,
1186,18.3.2,1622563089510,4 days ago,0.331217833,0.6728614597,0.03626493845,0.3333333333,0.0000023838315,,,,,,,
1187,1.107.0,1622661869255,2 days ago,0.2977773297,0.5090232905,0.08115335962,0.3333333333,0.0000023799082,,,,,,,
1188,1.0.2,1599547499651,9 months ago,0.3063114094,0.6352955816,0.0332733813,0.2973630042,0.0000023780635,,,,,,,
1189,1.0.7,1583868187462,,0.3144658195,0.9300559881,0.009035111392,0.09224781177,0.0000023772627,,,,,,,
1190,0.0.7,1616686942630,2 months ago,0.3269713886,0.6728614597,0.02444647816,0.3330190952,0.0000023727277,,,,,,,
1191,0.1.9,1596925601365,10 months ago,0.3065975345,0.6305757629,0.004770509322,0.3307289352,0.0000023640064,,,,,,,
1192,1.2.1,1500149383902,4 years ago,0.2905042701,0.9440889992,0.02079305805,0,0.0000023593655,,,,,,,
1193,3.0.0,1622257453632,7 days ago,0.29793595,0.5393669814,0.0556950253,0.3332359905,0.0000023580446,,,,,,,
1194,3.18.0,1622851273316,7 hours ago,0.3096568676,0.6165996406,0.02288659646,0.3333333333,0.0000023574396,,,,,,,
1195,2.1.0,1622734170271,2 days ago,0.306103754,0.624662563,0.005824231632,0.3333328688,0.00000234788,,,,,,,
1196,2.31.10,1622062019019,9 days ago,0.2997874873,0.4409337549,0.1452591262,0.3333333333,0.0000023414416,,,,,,,
1197,3.18.0,1622851342980,7 hours ago,0.3095313114,0.6165996406,0.02252786452,0.3333333333,0.0000023383018,,,,,,,
1198,2.0.1,1616109076400,3 months ago,0.3245528624,0.6370168116,0.04795013405,0.3333293486,0.0000023375333,,,,,,,
1199,3.18.0,1622851165986,7 hours ago,0.3100781755,0.6075109102,0.03188067372,0.3333333333,0.0000023358039,,,,,,,
1200,1.3.1,1562703158135,2 years ago,0.3054991472,0.849607949,0.08875568653,0.05586363474,0.000002334538,10362,20,60,,,,
1201,3.0.1,1619938355768,,0.2957401811,0.5393669814,0.049324057,0.3333333333,0.0000023342088,,,,,,,
1202,3.18.0,1622851328627,7 hours ago,0.3141616986,0.6165996406,0.03575754224,0.3333333333,0.0000023226457,,,,,,,
1203,0.1.30,1593144171403,,0.3341250159,0.8372325699,0.001317861145,0.2356971243,0.0000023161408,,,,,,,
1204,4.0.1,1621410283166,17 days ago,0.3205648121,0.6345848281,0.03863627719,0.3333333333,0.0000023161176,,,,,,,
1205,3.18.0,1622851248767,7 hours ago,0.3093497182,0.6165996406,0.02200902665,0.3333333333,0.0000023108719,,,,,,,
1206,1.0.11,1609445653713,5 months ago,0.3298050625,0.6844076302,0.02233173365,0.3333333333,0.0000023062973,,,,,,,
1207,1.1.1,1613578699030,4 months ago,0.3613609206,0.8101286665,0.00473044006,0.3333333333,0.0000023051628,,,,,,,
1208,1.0.1,1579685238566,,0.3065235165,0.9332096476,0.001690910416,0.07419658169,0.0000023050557,,,,,,,
1209,3.0.0,6 MB Tesseract 4.1 (with English training data) to fit inside AWS Lambda,1576248841775,0.3020199064,0.9063035995,0.01188577982,0.07419658169,0.0000023049292,,,,,,,
1210,3.18.0,1622851293231,7 hours ago,0.3110319731,0.6165996406,0.02681546928,0.3333333333,0.0000023011257,,,,,,,
1211,0.0.31,1619554988612,,0.2999045127,0.5445686173,0.05676360256,0.3333333333,0.0000022801562,,,,,,,
1212,1.0.0,1601556103891,8 months ago,0.3235662046,0.7282169595,0.02598467103,0.2743042341,0.0000022618078,,,,,,,
1213,2.2.0,1622147957139,8 days ago,0.3048564893,0.5326181523,0.08115536275,0.3333333333,0.0000022604434,,,,,,,
1214,1.0.4,1620476644640,,0.3029068953,0.6042411372,0.01419396425,0.3333333333,0.0000022599681,,,,,,,
1215,2.2.0,1622147956734,8 days ago,0.304851775,0.5326181523,0.08114189344,0.3333333333,0.0000022597617,,,,,,,
1216,2.2.0,1622147957005,8 days ago,0.304848175,0.5326181523,0.08113160748,0.3333333333,0.0000022592415,,,,,,,
1217,1.0.2,1420805654661,6 years ago,0.3048903513,0.9452389327,0.06091048982,0,0.0000022550075,,,,,,,
1218,3.18.0,1622851119903,7 hours ago,0.311889407,0.6165996406,0.0292652803,0.3333333333,0.0000022535055,,,,,,,
1219,1.3.10,1622599784304,3 days ago,0.2991157695,0.4409337549,0.1433399326,0.3333333333,0.0000022443714,,,,,,,
1220,1.1.0,1565468159339,2 years ago,0.2954175113,0.849607949,0.005897491278,0.1099171562,0.00000224318,10362,20,61,,,,
1221,3.18.0,1622851487037,7 hours ago,0.3121714336,0.6165996406,0.03007107064,0.3333333333,0.000002239257,,,,,,,
1222,2.0.0,1622710400924,2 days ago,0.307544223,0.624662563,0.01092548357,0.3323472425,0.0000022363172,,,,,,,
1223,0.1.3,1600015272321,9 months ago,0.3414029013,0.7723828995,0.00213881362,0.311255562,0.0000022302668,,,,,,,
1224,1.0.5,1574062242322,2 years ago,0.3317069718,0.9324879716,0.004786694453,0.1436721065,0.0000022283616,,,,,,,
1225,3.18.0,1622851466469,7 hours ago,0.3087270054,0.6165996406,0.02022984738,0.3333333333,0.0000022190732,,,,,,,
1226,3.18.0,1622851286789,7 hours ago,0.3087078062,0.6165996406,0.02017499242,0.3333333333,0.0000022162972,,,,,,,
1227,0.2.1,1476644941699,5 years ago,0.2789262987,0.8516810051,0.06691999199,0,0.0000022081188,,,,,,,
1228,1.0.4,1531734489727,3 years ago,0.3118323613,0.6248119648,0.06479304884,0.2906034421,0.000002207688,,,,,,,
1229,0.4.7,1606950715629,6 months ago,0.3317174014,0.7125416224,0.0036807087,0.3333333333,0.0000022050085,,,,,,,
1230,3.18.0,1622851259831,7 hours ago,0.3086169183,0.6165996406,0.01991531259,0.3333333333,0.0000022032,,,,,,,
1231,0.0.2,1622669438447,2 days ago,0.3216249654,0.6764525475,0.005778670117,0.3333333333,0.0000021998555,,,,,,,
1232,2.0.2,1578949643481,,0.3117296711,0.8647908936,0.02231085682,0.127096009,0.0000021937913,,,,,,,
1233,7.4.21,1622487895500,4 days ago,0.3137180635,0.6201609524,0.0314374602,0.3333333333,0.0000021932199,,,,,,,
1234,3.18.0,1622851354029,7 hours ago,0.3085284282,0.6165996406,0.01966248377,0.3333333333,0.000002190517,,,,,,,
1235,2.33.0,1622599778190,3 days ago,0.2986590338,0.4409337549,0.1420349733,0.3333333333,0.0000021805124,,,,,,,
1236,3.1.0,1548170778141,2 years ago,0.3063724462,0.9409353396,0.0688338408,0,0.0000021730932,,,,,,,
1237,3.18.0,1622851229818,7 hours ago,0.3083371907,0.6165996406,0.019116091,0.3333333333,0.0000021633386,,,,,,,
1238,1.1.0,1616617068229,2 months ago,0.3173560846,0.61192836,0.04888831415,0.3333333333,0.0000021630387,,,,,,,
1239,3.18.0,1622851259716,7 hours ago,0.3083200401,0.6165996406,0.01906708923,0.3333333333,0.0000021609164,,,,,,,
1240,3.18.0,1622851475073,7 hours ago,0.3082905659,0.6165996406,0.01898287732,0.3333333333,0.0000021567844,10362,20,62,,,,
1241,18.3.2,1622563069383,4 days ago,0.3295532204,0.6728614597,0.03150890225,0.3333333333,0.0000021557976,,,,,,,
1242,3.18.0,1622851279632,7 hours ago,0.3099548368,0.6165996406,0.02373793706,0.3333333333,0.00000214638,,,,,,,
1243,8.1.1,1621892187478,11 days ago,0.3110733932,0.6277472059,0.01737875636,0.3333333333,0.0000021428607,,,,,,,
1244,2.3.0,1622692771802,2 days ago,0.3185972275,0.6066773755,0.0569352806,0.3333333333,0.0000021304281,,,,,,,
1245,0.1.1,1616523253505,2 months ago,0.3390080307,0.7374062043,0.003540835554,0.3329910769,0.0000021250855,,,,,,,
1246,1.0.5,1595468860148,10 months ago,0.3048105426,0.6190316241,0.007005250278,0.3332834792,0.0000021243793,,,,,,,
1247,3.18.0,1622851436575,7 hours ago,0.3080555815,0.6165996406,0.01831149317,0.3333333333,0.0000021239086,,,,,,,
1248,2.4.0,1621436978914,17 days ago,0.2998006714,0.5819679006,0.02441038433,0.3333333333,0.000002115943,,,,,,,
1249,1.5.2,1526142973883,3 years ago,0.3102036997,0.8647908936,0.1450469474,0,0.0000021121944,,,,,,,
1250,0.1.5,1613934838679,3 months ago,0.3228336402,0.682984605,0.003633119975,0.3333333333,0.000002110819,,,,,,,
1251,2.7.9,1622062011307,9 days ago,0.2980709377,0.4409337549,0.1403546988,0.3333333333,0.0000021007843,,,,,,,
1252,8.6.0,1621886388026,11 days ago,0.324214884,0.6248030621,0.05744942494,0.3333333333,0.0000020923912,,,,,,,
1253,3.18.0,1622851236082,7 hours ago,0.3078084924,0.6165996406,0.01760552426,0.3333333333,0.0000020898403,,,,,,,
1254,5.1.1,1619938953584,,0.2930115869,0.5026466436,0.07300264903,0.3333333333,0.0000020895932,,,,,,,
1255,2.8.9,1622062011317,9 days ago,0.297981718,0.4409337549,0.1400997853,0.3333333333,0.0000020889245,,,,,,,
1256,3.18.0,1622851481425,7 hours ago,0.3077985604,0.6165996406,0.01757714734,0.3333333333,0.0000020884816,,,,,,,
1257,4.0.3,1613089723910,4 months ago,0.2888756615,0.4348023527,0.1193384764,0.3333328255,0.0000020862178,,,,,,,
1258,3.18.0,1622851376619,7 hours ago,0.3110686982,0.6165996406,0.02692039809,0.3333333333,0.0000020860161,,,,,,,
1259,2.21.9,1622062011367,9 days ago,0.2979463271,0.4409337549,0.1399986685,0.3333333333,0.0000020842372,,,,,,,
1260,0.6.17,1622137337974,9 days ago,0.2953178424,0.4192670356,0.1510601857,0.3333333333,0.000002082338,10362,20,63,,,,
1261,3.18.0,1622851249762,7 hours ago,0.3077442875,0.6165996406,0.01742208186,0.3333333333,0.0000020810476,,,,,,,
1262,3.18.0,1622851493339,7 hours ago,0.3094580093,0.6165996406,0.02231842977,0.3333333333,0.0000020782668,,,,,,,
1263,3.18.0,1622851222656,7 hours ago,0.3076984093,0.6165996406,0.01729100128,0.3333333333,0.0000020748025,,,,,,,
1264,1.0.2,1603724613628,7 months ago,0.3415068652,0.7891593934,0.001948559123,0.2973630042,0.0000020732289,,,,,,,
1265,3.18.0,1622851436468,7 hours ago,0.3076603859,0.6165996406,0.0171823631,0.3333333333,0.0000020696395,,,,,,,
1266,1.0.15,1563710940255,2 years ago,0.3246398741,0.9310130745,0.002435281563,0.127096009,0.0000020672776,,,,,,,
1267,3.18.0,1622851395077,7 hours ago,0.3076073601,0.6165996406,0.01703086057,0.3333333333,0.0000020624595,,,,,,,
1268,0.3.0,1602219020850,8 months ago,0.3189241356,0.6728614597,0.003043333519,0.3314300884,0.0000020622306,,,,,,,
1269,3.18.0,1622851513608,7 hours ago,0.307592362,0.6165996406,0.0169880091,0.3333333333,0.000002060433,,,,,,,
1270,2.0.1,1596465504139,10 months ago,0.3223158747,0.7064902316,0.01462004139,0.3007194022,0.0000020567877,,,,,,,
1271,3.18.0,1622851460373,7 hours ago,0.3075014743,0.6165996406,0.01672832981,0.3333333333,0.0000020481912,,,,,,,
1272,1.2.1,1605069327753,7 months ago,0.3002084683,0.7241774114,0.001317861145,0.2356971243,0.0000020387183,,,,,,,
1273,3.18.0,1622851216973,7 hours ago,0.3091552681,0.6165996406,0.02145345504,0.3333333333,0.0000020377636,,,,,,,
1274,3.18.0,1622851499533,7 hours ago,0.3074169574,0.6165996406,0.01648685304,0.3333333333,0.0000020368677,,,,,,,
1275,8.0.0,1616234917794,3 months ago,0.3047804611,0.624662563,0.003428794709,0.3319474687,0.0000020352259,,,,,,,
1276,3.18.0,1622851255430,7 hours ago,0.3073975314,0.6165996406,0.01643134997,0.3333333333,0.0000020342732,,,,,,,
1277,2.19.2,1622062008088,9 days ago,0.2975242509,0.4409337549,0.1387927365,0.3333333333,0.000002029062,,,,,,,
1278,3.18.0,1622851307654,7 hours ago,0.3090643555,0.6165996406,0.0211937048,0.3333333333,0.000002025744,,,,,,,
1279,2.9.0,1622599773331,3 days ago,0.2974938131,0.4409337549,0.1387057714,0.3333333333,0.000002025137,,,,,,,
1280,1.0.13,1604103540968,7 months ago,0.328321657,0.624662563,0.07395262669,0.3286841964,0.0000020248804,10362,20,64,,,,
1281,3.18.0,1622851500950,7 hours ago,0.3073238084,0.6165996406,0.01622071293,0.3333333333,0.000002024455,,,,,,,
1282,3.0.2,1617790476422,2 months ago,0.347332835,0.7543901023,0.01242610742,0.3333333333,0.000002020916,,,,,,,
1283,1.2.0,1595624994202,10 months ago,0.3469673398,0.8348381414,0.001455472694,0.2743042341,0.0000020167065,,,,,,,
1284,1.0.0,1467725525547,5 years ago,0.3027375727,0.9416460931,0.0578392709,0,0.0000020126993,,,,,,,
1285,0.4.5,1622634077593,3 days ago,0.2935634376,0.5225420745,0.05752613888,0.3333333333,0.0000020101552,,,,,,,
1286,1.0.3,1599205945124,9 months ago,0.3178297195,0.6062801835,0.08769678186,0.3007194022,0.0000020046507,,,,,,,
1287,2.11.10,1622599778469,3 days ago,0.2972823381,0.4409337549,0.1381015571,0.3333333333,0.000001998062,,,,,,,
1288,1.0.4,1602007233223,8 months ago,0.3194801508,0.6711931924,0.02022558901,0.3172663911,0.0000019978422,,,,,,,
1289,3.18.0,1622851348686,7 hours ago,0.3071150041,0.6165996406,0.01562412933,0.3333333333,0.0000019968845,,,,,,,
1290,1.0.0-alpha.71,1596475980979,10 months ago,0.307940625,0.6323751966,0.004688899212,0.3331055752,0.000001996531,,,,,,,
1291,3.18.0,1622851353789,7 hours ago,0.3070808277,0.6165996406,0.01552648243,0.3333333333,0.0000019924053,,,,,,,
1292,3.18.0,1622789896846,,0.2974781609,0.5433141425,0.05090643267,0.3333333333,0.0000019922124,,,,,,,
1293,3.18.0,1622851412390,7 hours ago,0.3070685514,0.6165996406,0.01549140726,0.3333333333,0.0000019907984,,,,,,,
1294,2.1.0,1615304653399,3 months ago,0.3398394864,0.7404721548,0.006156772934,0.3301227698,0.000001990615,,,,,,,
1295,3.18.0,1622851298220,7 hours ago,0.30703869,0.6165996406,0.0154060891,0.3333333333,0.000001986895,,,,,,,
1296,1.19.0,1622599778423,3 days ago,0.2998802505,0.4538890434,0.1344196308,0.3333333333,0.0000019846502,,,,,,,
1297,3.18.0,1622851466960,7 hours ago,0.3069712733,0.6165996406,0.01521346991,0.3333333333,0.000001978109,,,,,,,
1298,1.5.0,1622599773223,3 days ago,0.2972936938,0.426781604,0.1502644171,0.3333333333,0.0000019770505,,,,,,,
1299,3.18.0,1622851459920,7 hours ago,0.3086884658,0.6165996406,0.02011973419,0.3333333333,0.000001976741,,,,,,,
1300,3.18.0,1622851532726,7 hours ago,0.3069506694,0.6165996406,0.01515460164,0.3333333333,0.000001975453,10362,20,65,,,,
1301,3.18.0,1622851293206,7 hours ago,0.3069059481,0.6165996406,0.01502682634,0.3333333333,0.0000019696515,,,,,,,
1302,1.0.3,1599205945897,9 months ago,0.3149927821,0.6309896585,0.04787553686,0.311255562,0.0000019696113,,,,,,,
1303,3.18.0,1622851507496,7 hours ago,0.3069006335,0.6165996406,0.0150116418,0.3333333333,0.0000019689633,,,,,,,
1304,3.18.0,1622851363407,7 hours ago,0.3068828351,0.6165996406,0.01496078922,0.3333333333,0.0000019666595,,,,,,,
1305,3.18.0,1622851442951,7 hours ago,0.3068758546,0.6165996406,0.01494084507,0.3333333333,0.0000019657566,,,,,,,
1306,1.0.0,1436888207321,6 years ago,0.301326844,0.9169366181,0.07498816735,0,0.0000019650934,,,,,,,
1307,3.18.0,1622851499708,7 hours ago,0.3068624656,0.6165996406,0.0149025907,0.3333333333,0.000001964026,,,,,,,
1308,3.18.0,1622851348829,7 hours ago,0.3068597701,0.6165996406,0.01489488926,0.3333333333,0.0000019636777,,,,,,,
1309,1.2.1,1622275061851,7 days ago,0.2935456153,0.5393669814,0.04355386495,0.3328333376,0.0000019636364,,,,,,,
1310,3.18.0,1622851248625,7 hours ago,0.3068445743,0.6165996406,0.01485147279,0.3333333333,0.0000019617157,,,,,,,
1311,3.18.0,1622851460344,7 hours ago,0.3068427932,0.6165996406,0.01484638392,0.3333333333,0.0000019614859,,,,,,,
1312,3.18.0,1622851388757,7 hours ago,0.3068416928,0.6165996406,0.01484323996,0.3333333333,0.000001961344,,,,,,,
1313,3.18.0,1622851314207,7 hours ago,0.3068345228,0.6165996406,0.01482275404,0.3333333333,0.0000019604188,,,,,,,
1314,3.18.0,1622851286233,7 hours ago,0.3068249839,0.6165996406,0.01479549999,0.3333333333,0.000001959189,,,,,,,
1315,3.18.0,1622851388833,7 hours ago,0.3068188737,0.6165996406,0.01477804226,0.3333333333,0.0000019584013,,,,,,,
1316,3.18.0,1622851394990,7 hours ago,0.3068137395,0.6165996406,0.01476337325,0.3333333333,0.0000019577399,,,,,,,
1317,3.18.0,1622851255070,7 hours ago,0.3068123032,0.6165996406,0.01475926941,0.3333333333,0.0000019575548,,,,,,,
1318,3.18.0,1622851298348,7 hours ago,0.3068021561,0.6165996406,0.01473027781,0.3333333333,0.0000019562483,,,,,,,
1319,3.18.0,1622851519815,7 hours ago,0.3068009471,0.6165996406,0.0147268235,0.3333333333,0.0000019560925,,,,,,,
1320,3.18.0,1622851442748,7 hours ago,0.3067865818,0.6165996406,0.01468577992,0.3333333333,0.0000019542222,10362,20,66,,,,
1321,1.0.2,1446763491271,6 years ago,0.2983640829,0.913027887,0.06987347663,0,0.0000019539348,,,,,,,
1322,3.18.0,1622851362357,7 hours ago,0.3067808503,0.6165996406,0.01466940408,0.3333333333,0.0000019534853,,,,,,,
1323,3.18.0,1622851487225,7 hours ago,0.3067800196,0.6165996406,0.01466703064,0.3333333333,0.0000019533784,,,,,,,
1324,3.18.0,1622851541678,7 hours ago,0.3067687776,0.6165996406,0.0146349108,0.3333333333,0.0000019519339,,,,,,,
1325,3.18.0,1622851259752,7 hours ago,0.3084910047,0.6165996406,0.01955555951,0.3333333333,0.0000019514405,,,,,,,
1326,3.18.0,1622851353569,7 hours ago,0.3067639758,0.6165996406,0.01462119131,0.3333333333,0.000001951317,,,,,,,
1327,3.18.0,1622851370346,7 hours ago,0.3067635063,0.6165996406,0.01461984983,0.3333333333,0.0000019512568,,,,,,,
1328,3.18.0,1622851436659,7 hours ago,0.3067443162,0.6165996406,0.01456502107,0.3333333333,0.0000019487936,,,,,,,
1329,3.18.0,1622851362395,7 hours ago,0.3067428173,0.6165996406,0.01456073828,0.3333333333,0.0000019486015,,,,,,,
1330,3.18.0,1622851279734,7 hours ago,0.3067420878,0.6165996406,0.01455865407,0.3333333333,0.0000019485078,,,,,,,
1331,3.18.0,1622851388831,7 hours ago,0.3067369709,0.6165996406,0.01454403451,0.3333333333,0.0000019478516,,,,,,,
1332,3.18.0,1622851541760,7 hours ago,0.3067328595,0.6165996406,0.01453228756,0.3333333333,0.0000019473246,,,,,,,
1333,3.18.0,1622851430488,7 hours ago,0.3067281343,0.6165996406,0.01451878686,0.3333333333,0.0000019467188,,,,,,,
1334,3.18.0,1622851541819,7 hours ago,0.3067270573,0.6165996406,0.01451570991,0.3333333333,0.0000019465808,,,,,,,
1335,3.18.0,1622851229873,7 hours ago,0.3067233531,0.6165996406,0.01450512635,0.3333333333,0.0000019461063,,,,,,,
1336,3.18.0,1622851442766,7 hours ago,0.306715918,0.6165996406,0.01448388336,0.3333333333,0.000001945154,,,,,,,
1337,3.18.0,1622851537078,7 hours ago,0.3067155718,0.6165996406,0.01448289415,0.3333333333,0.0000019451097,,,,,,,
1338,3.18.0,1622851259804,7 hours ago,0.3067082236,0.6165996406,0.01446189933,0.3333333333,0.000001944169,,,,,,,
1339,3.18.0,1622851525695,7 hours ago,0.3067028643,0.6165996406,0.01444658703,0.3333333333,0.000001943483,,,,,,,
1340,3.18.0,1622851407363,7 hours ago,0.3067001347,0.6165996406,0.01443878814,0.3333333333,0.0000019431557,10362,20,67,,,,
1341,3.18.0,1622851474721,7 hours ago,0.306697562,0.6165996406,0.01443143755,0.3333333333,0.0000019428267,,,,,,,
1342,3.18.0,1622851248754,7 hours ago,0.3066902085,0.6165996406,0.0144104275,0.3333333333,0.0000019418862,,,,,,,
1343,3.18.0,1622851481104,7 hours ago,0.3066890414,0.6165996406,0.01440709308,0.3333333333,0.000001941737,,,,,,,
1344,3.18.0,1622851449200,7 hours ago,0.3066860094,0.6165996406,0.01439843018,0.3333333333,0.0000019413494,,,,,,,
1345,3.18.0,1622851382917,7 hours ago,0.306680879,0.6165996406,0.01438377194,0.3333333333,0.0000019406937,,,,,,,
1346,3.18.0,1622851422463,7 hours ago,0.3066631622,0.6165996406,0.01433315246,0.3333333333,0.000001938431,,,,,,,
1347,3.18.0,1622851449096,7 hours ago,0.3066628681,0.6165996406,0.01433231204,0.3333333333,0.0000019383936,,,,,,,
1348,3.18.0,1622851307048,7 hours ago,0.3066604923,0.6165996406,0.0143255241,0.3333333333,0.0000019380902,,,,,,,
1349,3.18.0,1622851453811,7 hours ago,0.3066401799,0.6165996406,0.01426748871,0.3333333333,0.0000019354995,,,,,,,
1350,3.18.0,1622851298412,7 hours ago,0.306627059,0.6165996406,0.01423000028,0.3333333333,0.000001933828,,,,,,,
1351,3.18.0,1622851499418,7 hours ago,0.3066265629,0.6165996406,0.0142285829,0.3333333333,0.0000019337647,,,,,,,
1352,0.0.25,1619487223311,,0.3010289336,0.6025403816,0.01028614986,0.3333333333,0.0000019335112,,,,,,,
1353,3.18.0,1622851532488,7 hours ago,0.306608931,0.6165996406,0.014178206,0.3333333333,0.0000019315203,,,,,,,
1354,3.18.0,1622851370293,7 hours ago,0.3066041745,0.6165996406,0.01416461599,0.3333333333,0.0000019309152,,,,,,,
1355,3.3.8,1603978809498,7 months ago,0.3418177542,0.7472842664,0.003513183597,0.3325796002,0.0000019300867,,,,,,,
1356,3.18.0,1622851314496,7 hours ago,0.3065956617,0.6165996406,0.01414029381,0.3333333333,0.0000019298327,,,,,,,
1357,3.18.0,1622851453656,7 hours ago,0.3065931106,0.6165996406,0.01413300488,0.3333333333,0.0000019295085,,,,,,,
1358,3.18.0,1622851272885,7 hours ago,0.3065790828,0.6165996406,0.01409292556,0.3333333333,0.0000019277263,,,,,,,
1359,3.18.0,1622851362198,7 hours ago,0.3065770629,0.6165996406,0.01408715439,0.3333333333,0.0000019274698,,,,,,,
1360,8.0.0,1590246647959,,0.3372600523,0.7543901023,0.005724499877,0.311255562,0.0000019259387,10362,20,68,0KqOf6-tq3L-tEj2RGsZUUxgd_MjDvC-bXLCVf1Q0xN,,,
1361,3.18.0,1622851553596,7 hours ago,0.3079541136,0.6165996406,0.01802158496,0.3333333333,0.000001925799,,,,,,,
1362,3.18.0,1622851376741,7 hours ago,0.3065521144,0.6165996406,0.01401587301,0.3333333333,0.000001924305,,,,,,,
1363,3.18.0,1622851411946,7 hours ago,0.3065511253,0.6165996406,0.014013047,0.3333333333,0.0000019241795,,,,,,,
1364,3.18.0,1622851416609,7 hours ago,0.30652484,0.6165996406,0.01393794599,0.3333333333,0.0000019208499,,,,,,,
1365,7.10.0,1621346345329,18 days ago,0.3041359292,0.5971628074,0.02377262959,0.3333333333,0.0000019189304,,,,,,,
1366,3.18.0,1622851547635,7 hours ago,0.3065005908,0.6165996406,0.01386866267,0.3333333333,0.000001917783,,,,,,,
1367,3.18.0,1622851519826,7 hours ago,0.3064875326,0.6165996406,0.01383135347,0.3333333333,0.0000019161332,,,,,,,
1368,3.18.0,1622851217069,7 hours ago,0.3064731759,0.6165996406,0.0137903343,0.3333333333,0.000001914321,,,,,,,
1369,3.18.0,1622851453641,7 hours ago,0.3064720603,0.6165996406,0.01378714702,0.3333333333,0.0000019141803,,,,,,,
1370,1.0.2,1564570517655,2 years ago,0.2925347801,0.8348381414,0.0279902958,0.09224781177,0.0000019119434,,,,,,,
1371,0.3.47,1619303489253,,0.3214086,0.6732931212,0.007868562767,0.3333333333,0.0000019020749,,,,,,,
1372,3.18.0,1622851348742,7 hours ago,0.3063707924,0.6165996406,0.01349781014,0.3333333333,0.0000019014434,,,,,,,
1373,1.0.9,1621628691279,14 days ago,0.3020293691,0.6066773755,0.009598542133,0.3333333333,0.0000019005914,,,,,,,
1374,3.18.0,1622851370123,7 hours ago,0.3063505221,0.6165996406,0.01343989499,0.3333333333,0.0000018989033,,,,,,,
1375,3.18.0,1622851466594,7 hours ago,0.3080357395,0.6165996406,0.01825480196,0.3333333333,0.0000018942693,,,,,,,
1376,3.18.0,1622851493550,7 hours ago,0.3063025413,0.6165996406,0.01330280685,0.3333333333,0.0000018929034,,,,,,,
1377,3.18.0,1622851248610,7 hours ago,0.3062894571,0.6165996406,0.01326542349,0.3333333333,0.0000018912704,,,,,,,
1378,3.18.0,1622851307343,7 hours ago,0.3080021355,0.6165996406,0.01815879035,0.3333333333,0.0000018901097,,,,,,,
1379,1.0.0,1522239172778,3 years ago,0.2874897435,0.9169366181,0.03545359456,0,0.0000018899699,,,,,,,
1380,3.18.0,1622851423048,7 hours ago,0.3062679681,0.6165996406,0.01320402653,0.3333333333,0.0000018885738,10362,20,69,,,,
